report_pid,title,report_start_time,report_end_time,open_file_date,type,report_owner,commodity
cr044467,"EPM 14079, COULSTOUN PROJECT, ANNUAL REPORT FOR PERIOD ENDING 22/10/2006",22/10/2005,21/10/2006,22/11/2011,permit-report-annual,NEWCREST MINING LTD,"gold,copper"
cr044471,"EPM 8411, MOUNT DARCY, ANNUAL REPORT FOR PERIOD ENDING 6/10/2006",6/10/2005,5/10/2006,6/11/2011,permit-report-annual,GEORGETOWN MINING LTD,"silver,gold,lead,zinc"
cr044479,"EPM 14735, MOUNT ELEPHANT, ANNUAL REPORT FOR PERIOD ENDING 19/11/2006",19/11/2005,18/11/2006,19/12/2011,permit-report-annual,REPUBLIC GOLD LTD,"gold,tungsten"
cr044484,"EPM 9624, TROUGH TANK, ANNUAL REPORT FOR PERIOD 10/11/2005 TO 9/11/2006",9/11/2005,8/11/2006,9/12/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,"gold,copper"
cr044486,"EPM 13271, 13694, 14224, BUCHANANS CREEK, COMBINED ANNUAL REPORT FOR PERIOD ENDING 18/7/2006",18/07/2005,17/07/2006,18/08/2011,permit-report-annual,NEDEX PTY LTD,"gold,niobium,tin,tantalum"
cr044490,"EPM 6031, GYMPIE, ANNUAL REPORT FOR PERIOD 7/9/2005 TO 6/9/2006",6/09/2005,5/09/2006,6/10/2011,permit-report-annual,GYMPIE ELDORADO MINING,gold
cr044491,"EPM 14138, WEE MACGREGOR, ANNUAL REPORT FOR PERIOD ENDING 26/8/2006",26/08/2005,25/08/2006,26/09/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044493,"EPM 14148, WHITE RANGE 1, ANNUAL REPORT FOR PERIOD ENDING 18/10/2006",18/10/2005,17/10/2006,18/11/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044494,"EPM 11343, NORMANBY, ANNUAL REPORT FOR PERIOD ENDING 12/9/2006",12/09/2005,11/09/2006,12/10/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044496,"EPM 10313, MOUNT OXIDE, ANNUAL REPORT FOR PERIOD ENDING 16/10/2006",16/10/2005,15/10/2006,16/11/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,copper
cr044512,"EPM 14019, 14022, MARY KATHLEEN, COMBINED ANNUAL REPORT FOR PERIOD ENDING 30/7/2006",30/07/2005,29/07/2006,30/08/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,"gold,copper,iron"
cr044517,"EPM 14281, YAMAMILLA, ANNUAL REPORT FOR PERIOD ENDING 6/7/2006",6/07/2005,5/07/2006,6/08/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044532,"EPM 12887, PYRAMID, ANNUAL REPORT FOR PERIOD ENDING 4/8/2006",4/08/2005,3/08/2006,4/09/2011,permit-report-annual,DIATREME RESOURCES LTD,gold
cr044533,"EPM 14620, MOUNT GUIDE, ANNUAL REPORT FOR PERIOD ENDING 26/10/2006",26/10/2005,25/10/2006,26/11/2011,permit-report-annual,SUMMIT RESOURCES AUST PTY LTD,"silver,copper,lead,uranium,zinc"
cr044537,"EPM 13794, MOUNT BATTERY, ANNUAL REPORT FOR PERIOD ENDING 8/10/2006",8/10/2005,7/10/2006,8/11/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044538,"EPM 14764, GOLD MINE ROAD, ANNUAL REPORT FOR PERIOD ENDING 29/11/2006",29/11/2005,28/11/2006,29/12/2011,permit-report-annual,MINING TENEMENT SERVICES,sandstone
cr044542,"EPM 13829, TEWINGA, FINAL REPORT FOR PERIOD ENDING 11/8/2006",10/08/2006,10/08/2006,11/08/2006,permit-report-final,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044543,"EPM 14622, JULIUS ROAD, ANNUAL REPORT FOR PERIOD ENDING 1/8/2006",1/08/2005,31/07/2006,1/09/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044545,"EPM 14587, ANNUAL REPORT FOR PERIOD ENDING 8/11/2006",8/11/2005,7/11/2006,8/12/2011,permit-report-annual,MONTO MINERALS LTD,"apatite,feldspar,ilmenite"
cr044546,"EPM 13938, ST GEORGE RIVER, ANNUAL REPORT FOR PERIOD ENDING 13/12/2006",13/12/2005,12/12/2006,13/01/2012,permit-report-annual,REPUBLIC GOLD LTD,gold
cr044547,"EPM 14282, MOUNT CUTHBERT NORTH NO. 2, ANNUAL REPORT FOR PERIOD ENDING 6/7/2006",6/07/2005,5/07/2006,6/08/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044554,"EPM 13769, FELECE TANK, FINAL REPORT FOR PERIOD ENDING 31/10/2006",30/10/2006,30/10/2006,31/10/2006,permit-report-final,HETHERINGTON TITLE SERVICES,"silver,gold,lead,zinc"
cr044556,"EPM 11442, MULDIVA, ANNUAL REPORT FOR PERIOD 20/11/2005 TO 19/11/2006",19/11/2005,18/11/2006,19/12/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,"gold,copper,lead,zinc"
cr044557,"EPM 14190, ANNUAL REPORT FOR PERIOD ENDING 25/8/2006",25/08/2005,24/08/2006,25/09/2011,permit-report-annual,GEORGETOWN MINING LTD,"gold,uranium"
cr044562,"EPM 14556, COOLULLAH TENEMENT, ANNUAL REPORT FOR PERIOD ENDING 21/9/2006",21/09/2005,20/09/2006,21/10/2011,permit-report-annual,UNIVERSAL RESOURCES,"gold,cobalt,copper,zinc"
cr044583,"EPM 14472, ELOISE REGIONAL PROJECT, ANNUAL REPORT FOR PERIOD ENDING 20/10/2006",20/10/2005,19/10/2006,20/11/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044585,"EPM 12257, GLEN AVON, ANNUAL REPORT FOR PERIOD 17/8/2005 TO 16/8/2006",16/08/2005,15/08/2006,16/09/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044597,"EPM 12513, IRONSTONE KNOB, ANNUAL REPORT FOR PERIOD ENDING 30/09/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,GLENGARRY RESOURCES LTD,"gold,copper,molybdenum"
cr044600,"EPM 14152, ANNUAL REPORT FOR PERIOD ENDING 25/8/2006",25/08/2005,24/08/2006,25/09/2011,permit-report-annual,GEORGETOWN MINING LTD,"silver,gold"
cr044602,"EPM 12112, CHESTERFIELD, ANNUAL REPORT FOR PERIOD 6/7/2005 TO 5/7/2006",5/07/2005,4/07/2006,5/08/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044604,"EPM 13114, GUNN CREEK, ANNUAL REPORT FOR PERIOD 7/9/2005 TO 6/9/2006",6/09/2005,5/09/2006,6/10/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044606,"EPM 12526, SERPENTINE CREEK, ANNUAL REPORT FOR PERIOD 17/8/2005 TO 16/8/2006",16/08/2005,15/08/2006,16/09/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044619,"EPM 11814, DIAMOND CREEK, ANNUAL REPORT FOR PERIOD 23/8/2005 TO 22/8/2006",22/08/2005,21/08/2006,22/09/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044636,"EPC 188, CALLIDE, ANNUAL REPORT FOR PERIOD ENDING 31/7/2006",31/07/2005,30/07/2006,31/08/2011,permit-report-annual,ANGLO COAL AUSTRALIA,coal
cr044637,"EPC 883, MOUNT GOTTHARDT, ANNUAL REPORT FOR PERIOD ENDING 22/8/2006",22/08/2005,21/08/2006,22/09/2011,permit-report-annual,RAY SLATER & ASSOCIATES PTY LTD,coal
cr044640,"EPC 729, BLUFF, ANNUAL REPORT FOR PERIOD ENDING 5/12/2005",5/12/2004,4/12/2005,5/01/2011,permit-report-annual,BASIN GOLD PTY LTD,"coking-coal,coal"
cr044646,"EPC 891, SPRINGSURE CREEK PROJECT, ANNUAL REPORT FOR PERIOD ENDING 21/9/2006",21/09/2005,20/09/2006,21/10/2011,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,coal
cr044650,"EPC 613, MONTO, ANNUAL REPORT FOR PERIOD ENDING 3/9/2006",3/09/2005,2/09/2006,3/10/2011,permit-report-annual,THE TABBERABBERA HOLDING COMPANY,coal
cr044651,"EPC 897, ANNUAL REPORT FOR PERIOD ENDING 4/8/2006",4/08/2005,3/08/2006,4/09/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044652,"EPC 898, ANNUAL REPORT FOR PERIOD ENDING 4/8/2006",4/08/2005,3/08/2006,4/09/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044653,"EPC 899, ANNUAL REPORT FOR PERIOD ENDING 4/8/2006",4/08/2005,3/08/2006,4/09/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044654,"EPC 704, ANNUAL REPORT FOR PERIOD ENDING 16/9/2006",16/09/2005,15/09/2006,16/10/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044655,"EPC 964, NEWLANDS NORTH, ANNUAL REPORT FOR PERIOD ENDING 26/7/2006",26/07/2005,25/07/2006,26/08/2011,permit-report-annual,NCA COAL PROJECT PTY LTD (XSTRATA),coal
cr044657,"EPC 854, ANNUAL REPORT FOR PERIOD ENDING 29/8/2006",29/08/2005,28/08/2006,29/09/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044658,"EPC 869, BROOKLYN, ANNUAL REPORT FOR PERIOD ENDING 13/10/2006",13/10/2005,12/10/2006,13/11/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,coal
cr044661,"EPC 925, FOXLEIGH DUNEED, ANNUAL REPORT FOR PERIOD ENDING 18/10/2006",18/10/2005,17/10/2006,18/11/2011,permit-report-annual,MT ROBERT COAL PTY LTD,coal
cr044664,"EPM 13722, 13895, NYCHUM PROJECT, COMBINED ANNUAL/FINAL REPORT FOR PERIOD ENDING 24/9/2006",23/09/2006,23/09/2006,24/09/2006,permit-report-final,KING EAGLE RESOURCES PTY LTD,perlite
cr044667,"EPC 923, MARYBOROUGH, ANNUAL REPORT FOR PERIOD ENDING 26/10/2006",26/10/2005,25/10/2006,26/11/2011,permit-report-annual,NORTHERN ENERGY CORPORATION LTD,"coking-coal,coal"
cr044674,"EPC 881, DINGO WEST PROJECT, ANNUAL REPORT FOR PERIOD ENDING 21/10/2006",21/10/2005,20/10/2006,21/11/2011,permit-report-annual,TENEMENT ADMINISTRATION SERVICES,coal
cr044676,"EPC 890, ROCKLANDS COAL PROJECT, ANNUAL REPORT FOR PERIOD ENDING 18/10/2006",18/10/2005,17/10/2006,18/11/2011,permit-report-annual,SOMMER CONSULTING,coal
cr044677,"EPC 621, YARRABEE NORTH, ANNUAL REPORT FOR PERIOD ENDING 28/10/2006",28/10/2005,27/10/2006,28/11/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044680,"EPC 980, ANNUAL REPORT FOR PERIOD ENDING 3/11/2006",3/11/2005,2/11/2006,3/12/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044681,"EPC 625, KEMMIS CREEK, ANNUAL REPORT FOR PERIOD ENDING 9/11/2006",9/11/2005,8/11/2006,9/12/2011,permit-report-annual,RAY SLATER & ASSOCIATES PTY LTD,coal
cr044682,"EPC 578, ANNUAL REPORT FOR PERIOD ENDING 14/3/2006",14/03/2005,13/03/2006,14/04/2011,permit-report-annual,ANLGO COAL (DAWSON MANAGEMENT) PTY LTD,coal
cr044684,REPORT ON THE COMPANY'S OPERATIONS UNDER ITS AUTHORITY TO PROSPECT OVER 95 SQUARE MILES OF THE COUNTRY IN THE VICINITY OF MOUNT MORGAN 1947 TO 1952,31/12/1946,30/12/1952,31/12/1957,petroleum-report-other,NR&M,"gold,copper,limestone"
cr044685,"EPC 985, RED HILL, ANNUAL REPORT FOR PERIOD ENDING 28/11/2006",28/11/2005,27/11/2006,28/12/2011,permit-report-annual,AQUILA RESOURCES,coal
cr044704,"EPM 14619, NEW CHUM, MOUNT MORGAN PROJECT, ANNUAL REPORT FOR PERIOD ENDING 12/10/2006",12/10/2005,11/10/2006,12/11/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044706,"EPM 14560, MOUNT KANDANGA, ANNUAL REPORT FOR PERIOD ENDING 13/9/2006",13/09/2005,12/09/2006,13/10/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044710,"EPC 918, DOWNS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 26/7/2006",26/07/2005,25/07/2006,26/08/2011,permit-report-annual,NEW HOPE COAL AUSTRALIA,coal
cr044713,"EPM 9080, YACAMUNDA, ANNUAL REPORT FOR PERIOD 26/10/2005 TO 25/10/2006",25/10/2005,24/10/2006,25/11/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044714,"MDL 187, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044715,"MDL 219, VALERIA, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,RIO TINTO COAL AUSTRALIA PTY LTD,coal
cr044716,"MDL 247, RYWUNG, ANNUAL REPORT FOR PERIOD ENDING 31/8/2006",31/08/2005,30/08/2006,1/10/2011,permit-report-annual,ENVIRONMENTAL AND LICENCING PROFESSIONALS PTY LTD,coal
cr044717,"MDL 246, SEFTON PARK, ANNUAL REPORT FOR PERIOD ENDING 31/8/2006",31/08/2005,30/08/2006,1/10/2011,permit-report-annual,ENVIRONMENTAL AND LICENCING PROFESSIONALS PTY LTD,coal
cr044718,"MDL 188, LOWMEAD OIL SHALE DEPOSIT, ANNUAL REPORT FOR PERIOD 1/10/2005 TO 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,QUEENSLAND ENERGY RESOURCES LIMITED,oil-shale
cr044719,"MDL 196, BOUNDARY FLAT LAGOONS, ANNUAL REPORT FOR PERIOD 1/10/2005 TO 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,QUEENSLAND ENERGY RESOURCES LIMITED,oil-shale
cr044720,"MDL 200, SOUTH WEST YARRAMAN, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,RIO TINTO COAL AUSTRALIA PTY LTD,coal
cr044721,"MDL 178, NAGOORIN SOUTH, ANNUAL REPORT FOR PERIOD 1/11/2005 TO 31/10/2006",31/10/2005,30/10/2006,1/12/2011,permit-report-annual,QUEENSLAND ENERGY RESOURCES LIMITED,oil-shale
cr044723,"MDL 197, BLOCK CREEK OIL SHALE PROJECT, ANNUAL REPORT FOR PERIOD ENDING 31/10/2006",31/10/2005,30/10/2006,1/12/2011,permit-report-annual,QUEENSLAND ENERGY RESOURCES LIMITED,oil-shale
cr044724,"MDL 75, MIGHTY ATOM, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044725,"MDL 76, TWO MACS, ANNUAL REPORT FOR PERIOD ENDING 30/10/2006",30/10/2005,29/10/2006,30/11/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044726,"MDL 78, MERRY MONARCH, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044728,"MDL 313, MOUNT RAINBOW, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,MAPEX QUEENSLAND PTY LTD,"gold,copper"
cr044729,"MDL 353, THE PEAK, ANNUAL REPORT FOR PERIOD 1/12/2005 TO 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,RIO TINTO COAL AUSTRALIA PTY LTD,coal
cr044730,"MDL 88, EXCELSIOR, ANNUAL REPORT FOR PERIOD ENDING 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044731,"MDL 138, ANNUAL REPORT FOR PERIOD ENDING 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr044736,"EPM 13278, MDL 355, COMBINED ANNUAL REPORT FOR PERIOD ENDING 31/7/2006",31/07/2005,30/07/2006,31/08/2011,permit-report-annual,ENVIRONMENTAL AND LICENCING PROFESSIONALS PTY LTD,"apatite,ilmenite,platinum,zircon"
cr044739,"EPM 8059, CAMERON RIVER PROJECT, ANNUAL REPORT FOR PERIOD 14/10/2005 TO 13/10/2006",13/10/2005,12/10/2006,13/11/2011,permit-report-annual,UNIVERSAL RESOURCES,"gold,copper"
cr044744,"MDL 174, WILKIE CREEK, ANNUAL REPORT FOR PERIOD 1/6/2005 TO 31/5/2006",31/05/2005,30/05/2006,1/07/2011,permit-report-annual,PEABODY (WILKIE CREEK) PTY LTD,coal
cr044761,"EPC 562, ANNUAL REPORT FOR PERIOD ENDING 3/11/2006",3/11/2005,2/11/2006,3/12/2011,permit-report-annual,MAPEX QUEENSLAND PTY LTD,coal
cr044779,"MDL 345, ANNUAL REPORT FOR PERIOD ENDING 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,RIO TINTO COAL AUSTRALIA PTY LTD,coal
cr044781,"MDL 204, COPPER CANYON, ANNUAL REPORT FOR PERIOD ENDING 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044783,"MDL 205, GREENMOUNT, ANNUAL REPORT FOR PERIOD ENDING 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr044784,"EPM 13156, POWELL, ANNUAL REPORT FOR PERIOD 7/9/2005 TO 6/9/2006",6/09/2005,5/09/2006,6/10/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044785,"EPM 12283, GUNPOWDER WEST, ANNUAL REPORT FOR PERIOD 19/10/2005 TO 18/10/2006",18/10/2005,17/10/2006,18/11/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,copper
cr044787,"EPM 4885, 5476, 8272, 8329, 8763, 9179, 9593, 13987, 13988, WALLACE PROJECT, COMBINED ANNUAL REPORT FOR PERIOD ENDING 23/8/2006",23/08/2005,22/08/2006,23/09/2011,permit-report-annual,EXCO RESOURCES NL,"silver,gold,cobalt,copper,lead,zinc"
cr044788,"EPM 13936, BELLEVUE, ANNUAL REPORT FOR PERIOD ENDING 7/12/2006",7/12/2005,6/12/2006,7/01/2012,permit-report-annual,REPUBLIC GOLD LTD,gold
cr044790,"EPM 14303 (BIG BEND), 14873 (LANARK), COMBINED ANNUAL REPORT FOR PERIOD ENDING 21/11/2006",21/11/2005,20/11/2006,21/12/2011,permit-report-annual,XSTRATA COPPER EXPLORATION,"gold,copper"
cr044791,"EPM 13155, WARRIGAL, ANNUAL REPORT FOR PERIOD 7/9/2005 TO 6/9/2006",6/09/2005,5/09/2006,6/10/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,gold
cr044792,"EPM 11185, 11586, 11649, 11660, 11661, 14259, LADY ANNIE, COMBINED ANNUAL REPORT FOR PERIOD ENDING 8/10/2006",8/10/2005,7/10/2006,8/11/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,copper
cr044794,"EPM 14758, CALTON, ANNUAL REPORT FOR PERIOD ENDING 17/11/2006",17/11/2005,16/11/2006,17/12/2011,permit-report-annual,SUMMIT RESOURCES AUST PTY LTD,"gold,copper,uranium"
cr044797,"MDL 176, KESTREL, ANNUAL REPORT FOR PERIOD ENDING 31/10/2006",31/10/2005,30/10/2006,1/12/2011,permit-report-annual,RIO TINTO COAL AUSTRALIA PTY LTD,coal
cr044799,"EPM 15297, ST ANDREW, ANNUAL REPORT FOR PERIOD ENDING 13/12/2006",13/12/2005,12/12/2006,13/01/2012,permit-report-annual,RED METAL PTY LTD,"silver,lead,zinc"
cr044802,"EPM 13762, MOURILYAN SILICA SAND PROJECT, ANNUAL REPORT FOR PERIOD ENDING 4/12/2006",4/12/2005,3/12/2006,4/01/2012,permit-report-annual,SENLAC GEOLOGICAL SERVICES,NA
cr044803,"EPM 13056, EASTERN GORGE, ANNUAL REPORT FOR PERIOD 29/11/2005 TO 28/11/2006",28/11/2005,27/11/2006,28/12/2011,permit-report-annual,J.E. SIEMON PTY LTD,bentonite
cr044804,"EPC 760, DOWNS PROJECT, ANNUAL REPORT FOR PERIOD ENDING 3/6/2006",3/06/2005,2/06/2006,3/07/2011,permit-report-annual,NEW HOPE COAL AUSTRALIA,coal
cr044806,"EPM 14149, DESERT CREEK, ANNUAL REPORT FOR PERIOD 20/10/2005 TO 19/10/2006",19/10/2005,18/10/2006,19/11/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,copper
cr044807,"EPM 14426, FINAL REPORT FOR PERIOD ENDING 29/9/2005",28/09/2005,28/09/2005,29/09/2005,permit-report-final,HETHERINGTON TITLE SERVICES,opal
cr044808,"EPM 11672, TORPEDO CREEK, ANNUAL REPORT FOR PERIOD 14/9/2005 TO 13/9/2006",13/09/2005,12/09/2006,13/10/2011,permit-report-annual,HETHERINGTON TITLE SERVICES,copper
cr044809,"EPC 818, BROUGHTON, ANNUAL REPORT FOR PERIOD ENDING 21/11/2006",21/11/2005,20/11/2006,21/12/2011,permit-report-annual,EASTERN CORPORATION LTD,coal
cr044816,"EPC 1013, WALTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 15/12/2006",15/12/2005,14/12/2006,15/01/2012,permit-report-annual,AQUILA RESOURCES,coal
cr045016,"MDL 38, GILLIAN, ANNUAL REPORT FOR PERIOD ENDING 31/12/2006",31/12/2005,30/12/2006,31/01/2012,permit-report-annual,AUSTWIDE MINING TITLE MANAGEMENT PTY LTD,tin
cr045096,"EPM 14752, ANNUAL REPORT FOR PERIOD ENDING 27/9/2006",27/09/2005,26/09/2006,27/10/2011,permit-report-annual,ANCHOR RESOURCES,"copper,molybdenum,uranium"
cr045156,"EPM 14392, LUCKY BREAK, ANNUAL REPORT FOR PERIOD 30/6/2005 TO 29/6/2006",29/06/2005,28/06/2006,29/07/2011,permit-report-annual,METALLICA MINERALS LTD,"cobalt,nickel"
cr045169,"EPM 13961, FORESTHOME, ANNUAL REPORT FOR PERIOD 24/6/2005 TO 23/6/2006",23/06/2005,22/06/2006,23/07/2011,permit-report-annual,MINERALS CONSULTANT,"copper,zinc"
cr045173,"ATP 470, OEC EMU APPLE 1, WORKOVER PROGRAM - RECOMPLETION",7/01/2007,7/01/2007,8/01/2012,petroleum-report-other,ORIGIN ENERGY CSG LTD,petroleum
cr045182,"EPM 8452, ANNUAL REPORT FOR PERIOD 8/11/2005 TO 7/11/2006",7/11/2005,6/11/2006,7/12/2011,permit-report-annual,GEORGETOWN MINING LTD,uranium
cr045187,"EPM 12049, ANNUAL REPORT FOR PERIOD ENDING 14/9/2006",14/09/2005,13/09/2006,14/10/2011,permit-report-annual,S.W. HAYES AND ASSOCIATES,"gold,kaolin,oil-shale"
cr045212,"EPM 12834, MOUNT STEADMAN, ANNUAL REPORT FOR PERIOD ENDING 16/12/2006",16/12/2005,15/12/2006,16/01/2012,permit-report-annual,DIATREME RESOURCES LTD,gold
cr045236,"EPM 14310 (KURRAN SOUTH), 14809 (KURRAN), COMBINED ANNUAL REPORT FOR PERIOD ENDING 12/12/2006",12/12/2005,11/12/2006,12/01/2012,permit-report-annual,OPAL HORIZON LTD,opal
cr045243,"EPM 12409, WYNBERG, ANNUAL REPORT FOR PERIOD 23/11/2005 TO 22/11/2006",22/11/2005,21/11/2006,22/12/2011,permit-report-annual,KINGSGATE CONSOLIDATED LTD,gold
cr045247,"EPM 14805, JULIA CREEK VANADIUM AND MOLYBDENUM PROJECT, ANNUAL REPORT FOR PERIOD ENDING 10/1/2007",10/01/2006,9/01/2007,10/02/2012,permit-report-annual,INTERMIN RESOURCES LTD,vanadium
cr045250,"EPC 766, LENTON PROJECT, ANNUAL REPORT FOR PERIOD ENDING 2/9/2006",2/09/2005,1/09/2006,2/10/2011,permit-report-annual,NEW HOPE COAL AUSTRALIA,coal
cr045256,"EPM 14802, JULIA CREEK AND VANADIUM PROJECT, ANNUAL REPORT FOR PERIOD ENDING 13/12/2006",13/12/2005,12/12/2006,13/01/2012,permit-report-annual,INTERMIN RESOURCES LTD,vanadium
cr045263,"EPM 11013, MONASTERY PROJECT, ANNUAL REPORT FOR PERIOD ENDING 31/12/2006",31/12/2005,30/12/2006,31/01/2012,permit-report-annual,HETHERINGTON TITLE SERVICES,"gold,copper"
cr045269,"EPM 3215, 3436, MDL 177, STUART SHALE TO LIQUIDS PROJECT, COMBINED ANNUAL REPORT FOR PERIOD 1/11/2005 TO 31/10/2006",31/10/2005,30/10/2006,1/12/2011,permit-report-annual,QUEENSLAND ENERGY RESOURCES LIMITED,oil-shale
cr045270,"EPM 14806, JULIA CREEK VANADIUM AND MOLYBDENUM PROJECT, ANNUAL REPORT FOR PERIOD ENDING 10/1/2007",10/01/2006,9/01/2007,10/02/2012,permit-report-annual,INTERMIN RESOURCES LTD,vanadium
cr045282,"MDL 265, ANNUAL REPORT FOR PERIOD ENDING 30/9/2006",30/09/2005,29/09/2006,30/10/2011,permit-report-annual,MAPEX QUEENSLAND PTY LTD,"gold,copper"
cr045283,"EPM 13841, SILVER DOLLAR, ANNUAL REPORT FOR PERIOD ENDING 22/10/2006",22/10/2005,21/10/2006,22/11/2011,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr045293,"MDL 309, CHINCHILLA, ANNUAL REPORT FOR PERIOD ENDING 30/11/2006",30/11/2005,29/11/2006,30/12/2011,permit-report-annual,MINING TENEMENT SERVICES,coal
cr045297,"EPC 902, TIPTON 2, ANNUAL REPORT FOR PERIOD ENDING 2/12/2006",2/12/2005,1/12/2006,2/01/2012,permit-report-annual,MINING TENEMENT SERVICES,coal
cr045301,"EPM 5187, MANUMBAR, ANNUAL REPORT FOR PERIOD 25/1/2006 TO 24/1/2007",24/01/2006,23/01/2007,24/02/2012,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr045305,"EPM 14251, LAROONA, ANNUAL/FINAL REPORT FOR PERIOD ENDING 29/11/2006",28/11/2006,28/11/2006,29/11/2006,permit-report-final,COLIN ROBINSON CONSULTING,"limestone,wollastonite"
cr045307,"EPM 12712, COURT-LE-ROI, ANNUAL REPORT FOR PERIOD 25/1/2006 TO 24/1/2007",24/01/2006,23/01/2007,24/02/2012,permit-report-annual,MINING TENEMENT SERVICES,"silver,gold,copper"
cr045317,"EPM 8402, YARROL, BURNETT PROJECT, ANNUAL REPORT FOR PERIOD ENDING 12/11/2006",12/11/2005,11/11/2006,12/12/2011,permit-report-annual,DEPARTMENT OF MINES AND ENERGY,"gold,copper,lead,zinc"
cr045330,"EPM 14101 (MOUNT GARNET SOUTH), 14273 (MOONMYATA), COMBINED ANNUAL REPORT FOR PERIOD 23/12/2005 TO 22/12/2006",22/12/2005,21/12/2006,22/01/2012,permit-report-annual,METALLICA MINERALS LTD,"cobalt,nickel"
cr045333,"EPM 12755, ANNUAL REPORT FOR PERIOD ENDING 6/9/2006",6/09/2005,5/09/2006,6/10/2011,permit-report-annual,S.W. HAYES AND ASSOCIATES,"kaolin,oil-shale"
